fare_id,price,currency_type,payment_method,transfers,transfer_duration
274,4.70,USD,1,,
275,5.95,USD,1,,
276,6.00,USD,1,,
277,5.40,USD,1,,
278,5.70,USD,1,,
279,5.20,USD,1,,
280,4.75,USD,1,,
281,4.55,USD,1,,
282,4.20,USD,1,,
283,3.75,USD,1,,
284,3.05,USD,1,,
285,3.40,USD,1,,
286,5.20,USD,1,,
287,5.20,USD,1,,
288,5.20,USD,1,,
289,5.20,USD,1,,
290,5.30,USD,1,,
291,5.35,USD,1,,
292,5.50,USD,1,,
293,5.60,USD,1,,
294,5.75,USD,1,,
295,10.50,USD,1,,
296,6.45,USD,1,,
297,7.25,USD,1,,
298,7.50,USD,1,,
299,6.15,USD,1,,
300,6.90,USD,1,,
301,5.70,USD,1,,
302,5.95,USD,1,,
303,11.15,USD,1,,
304,6.35,USD,1,,
305,5.50,USD,1,,
306,2.15,USD,1,,
307,6.40,USD,1,,
308,2.15,USD,1,,
309,2.15,USD,1,,
310,2.15,USD,1,,
311,2.15,USD,1,,
312,2.60,USD,1,,
313,2.85,USD,1,,
314,2.85,USD,1,,
315,2.85,USD,1,,
316,3.35,USD,1,,
317,3.55,USD,1,,
318,3.90,USD,1,,
319,4.15,USD,1,,
320,4.45,USD,1,,
321,4.80,USD,1,,
322,5.35,USD,1,,
323,5.75,USD,1,,
324,4.45,USD,1,,
325,5.70,USD,1,,
326,5.75,USD,1,,
327,5.20,USD,1,,
328,5.45,USD,1,,
329,5.00,USD,1,,
330,4.50,USD,1,,
331,4.35,USD,1,,
332,3.95,USD,1,,
333,3.55,USD,1,,
334,2.65,USD,1,,
335,3.00,USD,1,,
336,5.00,USD,1,,
337,5.00,USD,1,,
338,5.00,USD,1,,
339,5.00,USD,1,,
340,5.05,USD,1,,
341,5.10,USD,1,,
342,5.30,USD,1,,
343,5.35,USD,1,,
344,5.50,USD,1,,
345,10.30,USD,1,,
346,6.20,USD,1,,
347,7.00,USD,1,,
348,7.30,USD,1,,
349,5.95,USD,1,,
350,6.65,USD,1,,
351,5.50,USD,1,,
352,5.80,USD,1,,
353,10.95,USD,1,,
354,6.15,USD,1,,
355,5.35,USD,1,,
356,2.15,USD,1,,
357,2.15,USD,1,,
358,6.40,USD,1,,
359,2.15,USD,1,,
360,2.15,USD,1,,
361,2.15,USD,1,,
362,2.30,USD,1,,
363,2.55,USD,1,,
364,2.55,USD,1,,
365,2.55,USD,1,,
366,3.05,USD,1,,
367,3.40,USD,1,,
368,3.70,USD,1,,
369,3.95,USD,1,,
370,4.30,USD,1,,
371,4.60,USD,1,,
372,5.15,USD,1,,
373,5.55,USD,1,,
374,4.30,USD,1,,
375,5.50,USD,1,,
376,5.60,USD,1,,
377,5.00,USD,1,,
378,5.30,USD,1,,
379,4.80,USD,1,,
380,4.35,USD,1,,
381,4.15,USD,1,,
382,3.75,USD,1,,
383,3.25,USD,1,,
384,2.35,USD,1,,
385,2.75,USD,1,,
386,4.80,USD,1,,
387,4.80,USD,1,,
388,4.80,USD,1,,
389,4.80,USD,1,,
390,4.90,USD,1,,
391,4.95,USD,1,,
392,5.10,USD,1,,
393,5.20,USD,1,,
394,5.30,USD,1,,
395,10.10,USD,1,,
396,6.00,USD,1,,
397,6.80,USD,1,,
398,7.10,USD,1,,
399,5.75,USD,1,,
400,6.50,USD,1,,
401,5.30,USD,1,,
402,5.60,USD,1,,
403,10.75,USD,1,,
404,5.95,USD,1,,
405,5.10,USD,1,,
406,2.15,USD,1,,
407,2.15,USD,1,,
408,2.15,USD,1,,
409,6.40,USD,1,,
410,2.15,USD,1,,
411,2.15,USD,1,,
412,2.15,USD,1,,
413,2.15,USD,1,,
414,2.15,USD,1,,
415,2.15,USD,1,,
416,2.70,USD,1,,
417,3.05,USD,1,,
418,3.50,USD,1,,
419,3.75,USD,1,,
420,4.10,USD,1,,
421,4.40,USD,1,,
422,4.95,USD,1,,
423,5.35,USD,1,,
424,4.10,USD,1,,
425,5.30,USD,1,,
426,5.40,USD,1,,
427,4.80,USD,1,,
428,5.10,USD,1,,
429,4.60,USD,1,,
430,4.15,USD,1,,
431,3.95,USD,1,,
432,3.55,USD,1,,
433,2.90,USD,1,,
434,2.15,USD,1,,
435,2.35,USD,1,,
436,4.60,USD,1,,
437,4.60,USD,1,,
438,4.60,USD,1,,
439,4.60,USD,1,,
440,4.65,USD,1,,
441,4.75,USD,1,,
442,4.90,USD,1,,
443,4.95,USD,1,,
444,5.10,USD,1,,
445,9.75,USD,1,,
446,5.80,USD,1,,
447,6.60,USD,1,,
448,6.90,USD,1,,
449,5.55,USD,1,,
450,6.25,USD,1,,
451,5.25,USD,1,,
452,5.50,USD,1,,
453,10.70,USD,1,,
454,5.90,USD,1,,
455,5.05,USD,1,,
456,2.15,USD,1,,
457,2.15,USD,1,,
458,2.15,USD,1,,
459,2.15,USD,1,,
460,6.40,USD,1,,
461,2.15,USD,1,,
462,2.15,USD,1,,
463,2.15,USD,1,,
464,2.15,USD,1,,
465,2.15,USD,1,,
466,2.55,USD,1,,
467,2.90,USD,1,,
468,3.45,USD,1,,
469,3.70,USD,1,,
470,4.00,USD,1,,
471,4.35,USD,1,,
472,4.90,USD,1,,
473,5.30,USD,1,,
474,4.05,USD,1,,
475,5.25,USD,1,,
476,5.30,USD,1,,
477,4.75,USD,1,,
478,5.00,USD,1,,
479,4.50,USD,1,,
480,4.05,USD,1,,
481,3.90,USD,1,,
482,3.45,USD,1,,
483,2.75,USD,1,,
484,2.15,USD,1,,
485,2.25,USD,1,,
486,4.50,USD,1,,
487,4.50,USD,1,,
488,4.50,USD,1,,
489,4.50,USD,1,,
490,4.60,USD,1,,
491,4.65,USD,1,,
492,4.85,USD,1,,
493,4.90,USD,1,,
494,5.05,USD,1,,
495,9.60,USD,1,,
496,5.75,USD,1,,
497,6.55,USD,1,,
498,6.85,USD,1,,
499,5.50,USD,1,,
500,6.20,USD,1,,
501,5.15,USD,1,,
502,5.40,USD,1,,
503,10.60,USD,1,,
504,5.80,USD,1,,
505,5.00,USD,1,,
506,2.15,USD,1,,
507,2.15,USD,1,,
508,2.15,USD,1,,
509,2.15,USD,1,,
510,2.15,USD,1,,
511,6.40,USD,1,,
512,2.15,USD,1,,
513,2.15,USD,1,,
514,2.15,USD,1,,
515,2.15,USD,1,,
516,2.35,USD,1,,
517,2.70,USD,1,,
518,3.25,USD,1,,
519,3.60,USD,1,,
520,3.90,USD,1,,
521,4.25,USD,1,,
522,4.80,USD,1,,
523,5.20,USD,1,,
524,3.95,USD,1,,
525,5.15,USD,1,,
526,5.30,USD,1,,
527,4.70,USD,1,,
528,4.90,USD,1,,
529,4.50,USD,1,,
530,4.05,USD,1,,
531,3.85,USD,1,,
532,3.30,USD,1,,
533,2.60,USD,1,,
534,2.15,USD,1,,
535,2.15,USD,1,,
536,4.30,USD,1,,
537,4.30,USD,1,,
538,4.30,USD,1,,
539,4.30,USD,1,,
540,4.50,USD,1,,
541,4.55,USD,1,,
542,4.75,USD,1,,
543,4.80,USD,1,,
544,4.95,USD,1,,
545,9.45,USD,1,,
546,5.65,USD,1,,
547,6.45,USD,1,,
548,6.75,USD,1,,
549,5.45,USD,1,,
550,6.15,USD,1,,
551,5.00,USD,1,,
552,5.30,USD,1,,
553,10.45,USD,1,,
554,5.65,USD,1,,
555,4.85,USD,1,,
556,3.00,USD,1,,
557,2.60,USD,1,,
558,2.30,USD,1,,
559,2.15,USD,1,,
560,2.15,USD,1,,
561,2.15,USD,1,,
562,6.40,USD,1,,
563,2.15,USD,1,,
564,2.15,USD,1,,
565,2.15,USD,1,,
566,2.15,USD,1,,
567,2.50,USD,1,,
568,3.00,USD,1,,
569,3.40,USD,1,,
570,3.80,USD,1,,
571,4.10,USD,1,,
572,4.65,USD,1,,
573,5.05,USD,1,,
574,3.80,USD,1,,
575,5.00,USD,1,,
576,5.30,USD,1,,
577,4.70,USD,1,,
578,4.80,USD,1,,
579,4.50,USD,1,,
580,4.05,USD,1,,
581,3.85,USD,1,,
582,3.20,USD,1,,
583,2.15,USD,1,,
584,2.15,USD,1,,
585,2.15,USD,1,,
586,4.05,USD,1,,
587,4.05,USD,1,,
588,4.05,USD,1,,
589,4.05,USD,1,,
590,4.25,USD,1,,
591,4.35,USD,1,,
592,4.60,USD,1,,
593,4.65,USD,1,,
594,4.80,USD,1,,
595,9.20,USD,1,,
596,5.50,USD,1,,
597,6.30,USD,1,,
598,6.60,USD,1,,
599,5.45,USD,1,,
600,6.15,USD,1,,
601,4.90,USD,1,,
602,5.20,USD,1,,
603,10.35,USD,1,,
604,5.55,USD,1,,
605,4.75,USD,1,,
606,3.20,USD,1,,
607,2.85,USD,1,,
608,2.55,USD,1,,
609,2.15,USD,1,,
610,2.15,USD,1,,
611,2.15,USD,1,,
612,2.15,USD,1,,
613,6.40,USD,1,,
614,2.15,USD,1,,
615,2.15,USD,1,,
616,2.15,USD,1,,
617,2.15,USD,1,,
618,2.75,USD,1,,
619,3.20,USD,1,,
620,3.70,USD,1,,
621,4.00,USD,1,,
622,4.55,USD,1,,
623,4.95,USD,1,,
624,3.70,USD,1,,
625,4.90,USD,1,,
626,5.30,USD,1,,
627,4.75,USD,1,,
628,4.70,USD,1,,
629,4.50,USD,1,,
630,4.05,USD,1,,
631,3.90,USD,1,,
632,3.40,USD,1,,
633,2.70,USD,1,,
634,2.15,USD,1,,
635,2.15,USD,1,,
636,3.85,USD,1,,
637,3.85,USD,1,,
638,3.85,USD,1,,
639,3.85,USD,1,,
640,4.05,USD,1,,
641,4.15,USD,1,,
642,4.40,USD,1,,
643,4.55,USD,1,,
644,4.70,USD,1,,
645,8.85,USD,1,,
646,5.40,USD,1,,
647,6.20,USD,1,,
648,6.50,USD,1,,
649,5.50,USD,1,,
650,6.20,USD,1,,
651,4.90,USD,1,,
652,5.20,USD,1,,
653,10.35,USD,1,,
654,5.55,USD,1,,
655,4.75,USD,1,,
656,3.20,USD,1,,
657,2.85,USD,1,,
658,2.55,USD,1,,
659,2.15,USD,1,,
660,2.15,USD,1,,
661,2.15,USD,1,,
662,2.15,USD,1,,
663,2.15,USD,1,,
664,6.40,USD,1,,
665,2.15,USD,1,,
666,2.15,USD,1,,
667,2.15,USD,1,,
668,2.75,USD,1,,
669,3.20,USD,1,,
670,3.70,USD,1,,
671,4.00,USD,1,,
672,4.55,USD,1,,
673,4.95,USD,1,,
674,3.70,USD,1,,
675,4.90,USD,1,,
676,5.30,USD,1,,
677,4.75,USD,1,,
678,4.70,USD,1,,
679,4.50,USD,1,,
680,4.05,USD,1,,
681,3.90,USD,1,,
682,3.40,USD,1,,
683,2.70,USD,1,,
684,2.15,USD,1,,
685,2.15,USD,1,,
686,3.85,USD,1,,
687,3.85,USD,1,,
688,3.85,USD,1,,
689,3.85,USD,1,,
690,4.05,USD,1,,
691,4.15,USD,1,,
692,4.40,USD,1,,
693,4.55,USD,1,,
694,4.70,USD,1,,
695,8.85,USD,1,,
696,5.40,USD,1,,
697,6.20,USD,1,,
698,6.50,USD,1,,
699,5.50,USD,1,,
700,6.20,USD,1,,
701,4.90,USD,1,,
702,5.20,USD,1,,
703,10.35,USD,1,,
704,5.55,USD,1,,
705,4.75,USD,1,,
706,3.20,USD,1,,
707,2.85,USD,1,,
708,2.55,USD,1,,
709,2.15,USD,1,,
710,2.15,USD,1,,
711,2.15,USD,1,,
712,2.15,USD,1,,
713,2.15,USD,1,,
714,2.15,USD,1,,
715,6.40,USD,1,,
716,2.15,USD,1,,
717,2.15,USD,1,,
718,2.75,USD,1,,
719,3.20,USD,1,,
720,3.70,USD,1,,
721,4.00,USD,1,,
722,4.55,USD,1,,
723,4.95,USD,1,,
724,3.70,USD,1,,
725,4.90,USD,1,,
726,5.30,USD,1,,
727,4.75,USD,1,,
728,4.70,USD,1,,
729,4.50,USD,1,,
730,4.05,USD,1,,
731,3.90,USD,1,,
732,3.40,USD,1,,
733,2.70,USD,1,,
734,2.15,USD,1,,
735,2.15,USD,1,,
736,3.85,USD,1,,
737,3.85,USD,1,,
738,3.85,USD,1,,
739,3.85,USD,1,,
740,4.05,USD,1,,
741,4.15,USD,1,,
742,4.40,USD,1,,
743,4.55,USD,1,,
744,4.70,USD,1,,
745,8.85,USD,1,,
746,5.40,USD,1,,
747,6.20,USD,1,,
748,6.50,USD,1,,
749,5.50,USD,1,,
750,6.20,USD,1,,
751,5.20,USD,1,,
752,5.50,USD,1,,
753,10.65,USD,1,,
754,5.85,USD,1,,
755,4.45,USD,1,,
756,3.55,USD,1,,
757,3.35,USD,1,,
758,3.05,USD,1,,
759,2.70,USD,1,,
760,2.55,USD,1,,
761,2.35,USD,1,,
762,2.15,USD,1,,
763,2.15,USD,1,,
764,2.15,USD,1,,
765,2.15,USD,1,,
766,6.40,USD,1,,
767,2.15,USD,1,,
768,2.15,USD,1,,
769,2.70,USD,1,,
770,3.20,USD,1,,
771,3.70,USD,1,,
772,4.25,USD,1,,
773,4.65,USD,1,,
774,3.20,USD,1,,
775,4.60,USD,1,,
776,5.50,USD,1,,
777,4.90,USD,1,,
778,5.00,USD,1,,
779,4.70,USD,1,,
780,4.25,USD,1,,
781,4.05,USD,1,,
782,3.65,USD,1,,
783,3.05,USD,1,,
784,2.20,USD,1,,
785,2.15,USD,1,,
786,4.30,USD,1,,
787,4.30,USD,1,,
788,4.30,USD,1,,
789,4.30,USD,1,,
790,4.50,USD,1,,
791,4.65,USD,1,,
792,4.80,USD,1,,
793,4.85,USD,1,,
794,5.00,USD,1,,
795,8.85,USD,1,,
796,5.15,USD,1,,
797,5.95,USD,1,,
798,6.20,USD,1,,
799,5.65,USD,1,,
800,6.35,USD,1,,
801,5.40,USD,1,,
802,5.70,USD,1,,
803,10.85,USD,1,,
804,6.05,USD,1,,
805,4.20,USD,1,,
806,3.80,USD,1,,
807,3.55,USD,1,,
808,3.40,USD,1,,
809,3.05,USD,1,,
810,2.90,USD,1,,
811,2.70,USD,1,,
812,2.50,USD,1,,
813,2.15,USD,1,,
814,2.15,USD,1,,
815,2.15,USD,1,,
816,2.15,USD,1,,
817,6.40,USD,1,,
818,2.15,USD,1,,
819,2.15,USD,1,,
820,2.85,USD,1,,
821,3.35,USD,1,,
822,4.05,USD,1,,
823,4.45,USD,1,,
824,2.85,USD,1,,
825,4.40,USD,1,,
826,5.70,USD,1,,
827,5.15,USD,1,,
828,5.20,USD,1,,
829,4.90,USD,1,,
830,4.45,USD,1,,
831,4.30,USD,1,,
832,3.90,USD,1,,
833,3.45,USD,1,,
834,2.55,USD,1,,
835,2.40,USD,1,,
836,4.65,USD,1,,
837,4.65,USD,1,,
838,4.65,USD,1,,
839,4.65,USD,1,,
840,4.80,USD,1,,
841,4.85,USD,1,,
842,5.00,USD,1,,
843,5.10,USD,1,,
844,5.25,USD,1,,
845,6.70,USD,1,,
846,4.90,USD,1,,
847,5.70,USD,1,,
848,6.00,USD,1,,
849,5.90,USD,1,,
850,6.60,USD,1,,
851,5.75,USD,1,,
852,6.00,USD,1,,
853,11.20,USD,1,,
854,6.40,USD,1,,
855,3.95,USD,1,,
856,4.15,USD,1,,
857,3.90,USD,1,,
858,3.70,USD,1,,
859,3.50,USD,1,,
860,3.45,USD,1,,
861,3.25,USD,1,,
862,3.00,USD,1,,
863,2.75,USD,1,,
864,2.75,USD,1,,
865,2.75,USD,1,,
866,2.15,USD,1,,
867,2.15,USD,1,,
868,6.40,USD,1,,
869,2.15,USD,1,,
870,2.15,USD,1,,
871,2.85,USD,1,,
872,3.65,USD,1,,
873,4.10,USD,1,,
874,2.15,USD,1,,
875,4.10,USD,1,,
876,6.00,USD,1,,
877,5.45,USD,1,,
878,5.55,USD,1,,
879,5.20,USD,1,,
880,4.80,USD,1,,
881,4.60,USD,1,,
882,4.20,USD,1,,
883,3.80,USD,1,,
884,3.05,USD,1,,
885,2.95,USD,1,,
886,5.05,USD,1,,
887,5.05,USD,1,,
888,5.05,USD,1,,
889,5.05,USD,1,,
890,5.15,USD,1,,
891,5.15,USD,1,,
892,5.35,USD,1,,
893,5.45,USD,1,,
894,5.55,USD,1,,
895,8.85,USD,1,,
896,4.60,USD,1,,
897,5.40,USD,1,,
898,5.65,USD,1,,
899,6.20,USD,1,,
900,6.90,USD,1,,
901,6.00,USD,1,,
902,6.30,USD,1,,
903,11.45,USD,1,,
904,6.65,USD,1,,
905,2.15,USD,1,,
906,4.40,USD,1,,
907,4.15,USD,1,,
908,3.95,USD,1,,
909,3.75,USD,1,,
910,3.70,USD,1,,
911,3.60,USD,1,,
912,3.40,USD,1,,
913,3.20,USD,1,,
914,3.20,USD,1,,
915,3.20,USD,1,,
916,2.70,USD,1,,
917,2.15,USD,1,,
918,2.15,USD,1,,
919,6.40,USD,1,,
920,2.15,USD,1,,
921,2.15,USD,1,,
922,2.15,USD,1,,
923,2.15,USD,1,,
924,2.15,USD,1,,
925,2.15,USD,1,,
926,6.30,USD,1,,
927,5.70,USD,1,,
928,5.80,USD,1,,
929,5.50,USD,1,,
930,5.05,USD,1,,
931,4.85,USD,1,,
932,4.45,USD,1,,
933,4.05,USD,1,,
934,3.45,USD,1,,
935,3.40,USD,1,,
936,5.30,USD,1,,
937,5.30,USD,1,,
938,5.30,USD,1,,
939,5.30,USD,1,,
940,5.40,USD,1,,
941,5.45,USD,1,,
942,5.60,USD,1,,
943,5.70,USD,1,,
944,5.80,USD,1,,
945,8.85,USD,1,,
946,4.30,USD,1,,
947,5.15,USD,1,,
948,5.40,USD,1,,
949,6.45,USD,1,,
950,7.15,USD,1,,
951,6.30,USD,1,,
952,6.60,USD,1,,
953,11.75,USD,1,,
954,7.00,USD,1,,
955,3.95,USD,1,,
956,4.70,USD,1,,
957,4.45,USD,1,,
958,4.30,USD,1,,
959,4.10,USD,1,,
960,4.00,USD,1,,
961,3.90,USD,1,,
962,3.80,USD,1,,
963,3.70,USD,1,,
964,3.70,USD,1,,
965,3.70,USD,1,,
966,3.20,USD,1,,
967,2.85,USD,1,,
968,2.15,USD,1,,
969,2.15,USD,1,,
970,6.40,USD,1,,
971,2.15,USD,1,,
972,2.15,USD,1,,
973,2.15,USD,1,,
974,2.15,USD,1,,
975,4.15,USD,1,,
976,6.60,USD,1,,
977,6.00,USD,1,,
978,6.10,USD,1,,
979,5.80,USD,1,,
980,5.35,USD,1,,
981,5.20,USD,1,,
982,4.80,USD,1,,
983,4.35,USD,1,,
984,3.80,USD,1,,
985,3.80,USD,1,,
986,5.60,USD,1,,
987,5.60,USD,1,,
988,5.60,USD,1,,
989,5.60,USD,1,,
990,5.70,USD,1,,
991,5.75,USD,1,,
992,5.90,USD,1,,
993,6.00,USD,1,,
994,6.15,USD,1,,
995,9.55,USD,1,,
996,4.00,USD,1,,
997,4.80,USD,1,,
998,5.10,USD,1,,
999,6.75,USD,1,,
1000,7.45,USD,1,,
1001,6.65,USD,1,,
1002,6.95,USD,1,,
1003,12.10,USD,1,,
1004,7.30,USD,1,,
1005,4.30,USD,1,,
1006,5.05,USD,1,,
1007,4.80,USD,1,,
1008,4.60,USD,1,,
1009,4.40,USD,1,,
1010,4.35,USD,1,,
1011,4.25,USD,1,,
1012,4.10,USD,1,,
1013,4.00,USD,1,,
1014,4.00,USD,1,,
1015,4.00,USD,1,,
1016,3.70,USD,1,,
1017,3.35,USD,1,,
1018,2.85,USD,1,,
1019,2.15,USD,1,,
1020,2.15,USD,1,,
1021,6.40,USD,1,,
1022,2.15,USD,1,,
1023,2.15,USD,1,,
1024,2.90,USD,1,,
1025,4.45,USD,1,,
1026,6.95,USD,1,,
1027,6.35,USD,1,,
1028,6.45,USD,1,,
1029,6.15,USD,1,,
1030,5.65,USD,1,,
1031,5.50,USD,1,,
1032,5.10,USD,1,,
1033,4.70,USD,1,,
1034,4.10,USD,1,,
1035,4.10,USD,1,,
1036,5.95,USD,1,,
1037,5.95,USD,1,,
1038,5.95,USD,1,,
1039,5.95,USD,1,,
1040,6.00,USD,1,,
1041,6.10,USD,1,,
1042,6.25,USD,1,,
1043,6.30,USD,1,,
1044,6.45,USD,1,,
1045,10.05,USD,1,,
1046,2.15,USD,1,,
1047,4.50,USD,1,,
1048,4.75,USD,1,,
1049,7.10,USD,1,,
1050,7.80,USD,1,,
1051,7.20,USD,1,,
1052,7.50,USD,1,,
1053,12.65,USD,1,,
1054,7.85,USD,1,,
1055,4.80,USD,1,,
1056,5.60,USD,1,,
1057,5.35,USD,1,,
1058,5.15,USD,1,,
1059,4.95,USD,1,,
1060,4.90,USD,1,,
1061,4.80,USD,1,,
1062,4.65,USD,1,,
1063,4.55,USD,1,,
1064,4.55,USD,1,,
1065,4.55,USD,1,,
