fare_id,price,currency_type,payment_method,transfers,transfer_duration
1066,4.25,USD,1,,
1067,4.05,USD,1,,
1068,3.65,USD,1,,
1069,2.15,USD,1,,
1070,2.15,USD,1,,
1071,2.15,USD,1,,
1072,6.40,USD,1,,
1073,2.15,USD,1,,
1074,3.70,USD,1,,
1075,5.00,USD,1,,
1076,7.45,USD,1,,
1077,6.90,USD,1,,
1078,7.00,USD,1,,
1079,6.70,USD,1,,
1080,6.20,USD,1,,
1081,6.05,USD,1,,
1082,5.65,USD,1,,
1083,5.25,USD,1,,
1084,4.65,USD,1,,
1085,4.65,USD,1,,
1086,6.50,USD,1,,
1087,6.50,USD,1,,
1088,6.50,USD,1,,
1089,6.50,USD,1,,
1090,6.55,USD,1,,
1091,6.60,USD,1,,
1092,6.80,USD,1,,
1093,6.85,USD,1,,
1094,7.00,USD,1,,
1095,10.75,USD,1,,
1096,2.15,USD,1,,
1097,3.95,USD,1,,
1098,4.20,USD,1,,
1099,7.65,USD,1,,
1100,8.35,USD,1,,
1101,7.55,USD,1,,
1102,7.85,USD,1,,
1103,13.00,USD,1,,
1104,8.20,USD,1,,
1105,5.20,USD,1,,
1106,5.95,USD,1,,
1107,5.75,USD,1,,
1108,5.55,USD,1,,
1109,5.35,USD,1,,
1110,5.30,USD,1,,
1111,5.20,USD,1,,
1112,5.05,USD,1,,
1113,4.95,USD,1,,
1114,4.95,USD,1,,
1115,4.95,USD,1,,
1116,4.65,USD,1,,
1117,4.45,USD,1,,
1118,4.10,USD,1,,
1119,2.15,USD,1,,
1120,2.15,USD,1,,
1121,2.15,USD,1,,
1122,2.15,USD,1,,
1123,6.40,USD,1,,
1124,4.15,USD,1,,
1125,5.40,USD,1,,
1126,7.85,USD,1,,
1127,7.30,USD,1,,
1128,7.35,USD,1,,
1129,7.05,USD,1,,
1130,6.60,USD,1,,
1131,6.45,USD,1,,
1132,6.05,USD,1,,
1133,5.60,USD,1,,
1134,5.05,USD,1,,
1135,5.05,USD,1,,
1136,6.85,USD,1,,
1137,6.85,USD,1,,
1138,6.85,USD,1,,
1139,6.85,USD,1,,
1140,6.95,USD,1,,
1141,7.00,USD,1,,
1142,7.15,USD,1,,
1143,7.25,USD,1,,
1144,7.40,USD,1,,
1145,11.15,USD,1,,
1146,2.15,USD,1,,
1147,3.40,USD,1,,
1148,3.85,USD,1,,
1149,8.05,USD,1,,
1150,8.75,USD,1,,
1151,6.30,USD,1,,
1152,6.60,USD,1,,
1153,11.75,USD,1,,
1154,6.95,USD,1,,
1155,2.15,USD,1,,
1156,4.70,USD,1,,
1157,4.45,USD,1,,
1158,4.30,USD,1,,
1159,4.10,USD,1,,
1160,4.05,USD,1,,
1161,3.95,USD,1,,
1162,3.80,USD,1,,
1163,3.70,USD,1,,
1164,3.70,USD,1,,
1165,3.70,USD,1,,
1166,3.20,USD,1,,
1167,2.85,USD,1,,
1168,2.15,USD,1,,
1169,2.15,USD,1,,
1170,2.15,USD,1,,
1171,2.90,USD,1,,
1172,3.70,USD,1,,
1173,4.15,USD,1,,
1174,6.40,USD,1,,
1175,2.15,USD,1,,
1176,6.60,USD,1,,
1177,6.00,USD,1,,
1178,6.10,USD,1,,
1179,5.80,USD,1,,
1180,5.35,USD,1,,
1181,5.20,USD,1,,
1182,4.80,USD,1,,
1183,4.35,USD,1,,
1184,3.80,USD,1,,
1185,3.80,USD,1,,
1186,5.60,USD,1,,
1187,5.60,USD,1,,
1188,5.60,USD,1,,
1189,5.60,USD,1,,
1190,5.70,USD,1,,
1191,5.75,USD,1,,
1192,5.90,USD,1,,
1193,6.00,USD,1,,
1194,6.15,USD,1,,
1195,9.55,USD,1,,
1196,4.65,USD,1,,
1197,5.45,USD,1,,
1198,5.70,USD,1,,
1199,6.80,USD,1,,
1200,7.50,USD,1,,
1201,7.55,USD,1,,
1202,7.85,USD,1,,
1203,13.00,USD,1,,
1204,8.20,USD,1,,
1205,2.15,USD,1,,
1206,5.95,USD,1,,
1207,5.70,USD,1,,
1208,5.50,USD,1,,
1209,5.30,USD,1,,
1210,5.25,USD,1,,
1211,5.15,USD,1,,
1212,5.00,USD,1,,
1213,4.90,USD,1,,
1214,4.90,USD,1,,
1215,4.90,USD,1,,
1216,4.60,USD,1,,
1217,4.40,USD,1,,
1218,4.10,USD,1,,
1219,2.15,USD,1,,
1220,4.15,USD,1,,
1221,4.45,USD,1,,
1222,5.00,USD,1,,
1223,5.40,USD,1,,
1224,2.15,USD,1,,
1225,6.40,USD,1,,
1226,7.85,USD,1,,
1227,7.25,USD,1,,
1228,7.35,USD,1,,
1229,7.05,USD,1,,
1230,6.60,USD,1,,
1231,6.40,USD,1,,
1232,6.00,USD,1,,
1233,5.60,USD,1,,
1234,5.00,USD,1,,
1235,5.00,USD,1,,
1236,6.85,USD,1,,
1237,6.85,USD,1,,
1238,6.85,USD,1,,
1239,6.85,USD,1,,
1240,6.90,USD,1,,
1241,7.00,USD,1,,
1242,7.15,USD,1,,
1243,7.20,USD,1,,
1244,7.35,USD,1,,
1245,11.10,USD,1,,
1246,5.85,USD,1,,
1247,6.65,USD,1,,
1248,6.95,USD,1,,
1249,8.00,USD,1,,
1250,8.70,USD,1,,
1251,8.00,USD,1,,
1252,8.30,USD,1,,
1253,13.45,USD,1,,
1254,8.65,USD,1,,
1255,7.65,USD,1,,
1256,6.00,USD,1,,
1257,5.75,USD,1,,
1258,5.60,USD,1,,
1259,5.40,USD,1,,
1260,5.30,USD,1,,
1261,5.30,USD,1,,
1262,5.30,USD,1,,
1263,5.30,USD,1,,
1264,5.30,USD,1,,
1265,5.30,USD,1,,
1266,5.50,USD,1,,
1267,5.70,USD,1,,
1268,6.00,USD,1,,
1269,6.30,USD,1,,
1270,6.60,USD,1,,
1271,6.95,USD,1,,
1272,7.45,USD,1,,
1273,7.85,USD,1,,
1274,6.60,USD,1,,
1275,7.85,USD,1,,
1276,6.40,USD,1,,
1277,2.15,USD,1,,
1278,7.80,USD,1,,
1279,2.15,USD,1,,
1280,2.15,USD,1,,
1281,2.15,USD,1,,
1282,4.10,USD,1,,
1283,4.50,USD,1,,
1284,5.15,USD,1,,
1285,5.45,USD,1,,
1286,7.30,USD,1,,
1287,7.30,USD,1,,
1288,7.30,USD,1,,
1289,7.30,USD,1,,
1290,7.40,USD,1,,
1291,7.45,USD,1,,
1292,7.60,USD,1,,
1293,7.70,USD,1,,
1294,7.80,USD,1,,
1295,12.40,USD,1,,
1296,8.35,USD,1,,
1297,9.15,USD,1,,
1298,9.40,USD,1,,
1299,2.15,USD,1,,
1300,2.15,USD,1,,
1301,7.45,USD,1,,
1302,7.70,USD,1,,
1303,12.90,USD,1,,
1304,8.10,USD,1,,
1305,7.05,USD,1,,
1306,5.40,USD,1,,
1307,5.20,USD,1,,
1308,5.00,USD,1,,
1309,4.80,USD,1,,
1310,4.75,USD,1,,
1311,4.70,USD,1,,
1312,4.70,USD,1,,
1313,4.75,USD,1,,
1314,4.75,USD,1,,
1315,4.75,USD,1,,
1316,4.90,USD,1,,
1317,5.15,USD,1,,
1318,5.45,USD,1,,
1319,5.70,USD,1,,
1320,6.00,USD,1,,
1321,6.35,USD,1,,
1322,6.90,USD,1,,
1323,7.30,USD,1,,
1324,6.00,USD,1,,
1325,7.25,USD,1,,
1326,2.15,USD,1,,
1327,6.40,USD,1,,
1328,7.20,USD,1,,
1329,2.15,USD,1,,
1330,2.15,USD,1,,
1331,2.15,USD,1,,
1332,3.40,USD,1,,
1333,3.95,USD,1,,
1334,4.55,USD,1,,
1335,4.90,USD,1,,
1336,6.70,USD,1,,
1337,6.70,USD,1,,
1338,6.70,USD,1,,
1339,6.70,USD,1,,
1340,6.80,USD,1,,
1341,6.85,USD,1,,
1342,7.05,USD,1,,
1343,7.10,USD,1,,
1344,7.25,USD,1,,
1345,11.85,USD,1,,
1346,7.75,USD,1,,
1347,8.55,USD,1,,
1348,8.85,USD,1,,
1349,2.15,USD,1,,
1350,3.75,USD,1,,
1351,3.60,USD,1,,
1352,3.60,USD,1,,
1353,8.90,USD,1,,
1354,4.15,USD,1,,
1355,7.15,USD,1,,
1356,5.70,USD,1,,
1357,5.45,USD,1,,
1358,5.30,USD,1,,
1359,5.10,USD,1,,
1360,5.00,USD,1,,
1361,4.90,USD,1,,
1362,4.80,USD,1,,
1363,4.70,USD,1,,
1364,4.70,USD,1,,
1365,4.70,USD,1,,
1366,5.00,USD,1,,
1367,5.20,USD,1,,
1368,5.55,USD,1,,
1369,5.80,USD,1,,
1370,6.10,USD,1,,
1371,6.45,USD,1,,
1372,7.00,USD,1,,
1373,7.35,USD,1,,
1374,6.10,USD,1,,
1375,7.35,USD,1,,
1376,7.80,USD,1,,
1377,7.20,USD,1,,
1378,6.40,USD,1,,
1379,7.00,USD,1,,
1380,6.55,USD,1,,
1381,6.35,USD,1,,
1382,5.95,USD,1,,
1383,5.55,USD,1,,
1384,4.95,USD,1,,
1385,4.60,USD,1,,
1386,4.05,USD,1,,
1387,4.05,USD,1,,
1388,4.05,USD,1,,
1389,4.05,USD,1,,
1390,3.85,USD,1,,
1391,3.70,USD,1,,
1392,3.60,USD,1,,
1393,3.60,USD,1,,
1394,3.60,USD,1,,
1395,11.90,USD,1,,
1396,7.85,USD,1,,
1397,8.65,USD,1,,
1398,8.90,USD,1,,
1399,7.95,USD,1,,
1400,8.70,USD,1,,
1401,7.20,USD,1,,
1402,7.50,USD,1,,
1403,12.65,USD,1,,
1404,7.85,USD,1,,
1405,6.85,USD,1,,
1406,5.20,USD,1,,
1407,5.00,USD,1,,
1408,4.80,USD,1,,
1409,4.60,USD,1,,
1410,4.50,USD,1,,
1411,4.50,USD,1,,
1412,4.50,USD,1,,
1413,4.50,USD,1,,
1414,4.50,USD,1,,
1415,4.50,USD,1,,
1416,4.70,USD,1,,
1417,4.90,USD,1,,
1418,5.20,USD,1,,
1419,5.50,USD,1,,
1420,5.80,USD,1,,
1421,6.15,USD,1,,
1422,6.70,USD,1,,
1423,7.05,USD,1,,
1424,5.80,USD,1,,
1425,7.05,USD,1,,
1426,2.15,USD,1,,
1427,2.15,USD,1,,
1428,7.00,USD,1,,
1429,6.40,USD,1,,
1430,2.15,USD,1,,
1431,2.15,USD,1,,
1432,2.15,USD,1,,
1433,2.15,USD,1,,
1434,4.35,USD,1,,
1435,4.65,USD,1,,
1436,6.50,USD,1,,
1437,6.50,USD,1,,
1438,6.50,USD,1,,
1439,6.50,USD,1,,
1440,6.60,USD,1,,
1441,6.65,USD,1,,
1442,6.80,USD,1,,
1443,6.90,USD,1,,
1444,7.00,USD,1,,
1445,11.60,USD,1,,
1446,7.55,USD,1,,
1447,8.35,USD,1,,
1448,8.60,USD,1,,
1449,2.15,USD,1,,
1450,3.95,USD,1,,
1451,6.75,USD,1,,
1452,7.05,USD,1,,
1453,12.20,USD,1,,
1454,7.40,USD,1,,
1455,6.40,USD,1,,
1456,4.75,USD,1,,
1457,4.50,USD,1,,
1458,4.35,USD,1,,
1459,4.15,USD,1,,
1460,4.05,USD,1,,
1461,4.05,USD,1,,
1462,4.05,USD,1,,
1463,4.05,USD,1,,
1464,4.05,USD,1,,
1465,4.05,USD,1,,
1466,4.25,USD,1,,
1467,4.45,USD,1,,
1468,4.80,USD,1,,
1469,5.05,USD,1,,
1470,5.35,USD,1,,
1471,5.65,USD,1,,
1472,6.20,USD,1,,
1473,6.60,USD,1,,
1474,5.35,USD,1,,
1475,6.60,USD,1,,
1476,2.15,USD,1,,
1477,2.15,USD,1,,
1478,6.55,USD,1,,
1479,2.15,USD,1,,
1480,6.40,USD,1,,
1481,2.15,USD,1,,
1482,2.15,USD,1,,
1483,2.15,USD,1,,
1484,3.85,USD,1,,
1485,4.25,USD,1,,
1486,6.05,USD,1,,
1487,6.05,USD,1,,
1488,6.05,USD,1,,
1489,6.05,USD,1,,
1490,6.10,USD,1,,
1491,6.20,USD,1,,
1492,6.35,USD,1,,
1493,6.40,USD,1,,
1494,6.55,USD,1,,
1495,11.15,USD,1,,
1496,7.10,USD,1,,
1497,7.90,USD,1,,
1498,8.15,USD,1,,
1499,3.70,USD,1,,
1500,4.40,USD,1,,
1501,6.60,USD,1,,
1502,6.85,USD,1,,
1503,12.05,USD,1,,
1504,7.25,USD,1,,
1505,6.20,USD,1,,
1506,4.55,USD,1,,
1507,4.35,USD,1,,
1508,4.15,USD,1,,
1509,3.95,USD,1,,
1510,3.90,USD,1,,
1511,3.85,USD,1,,
1512,3.85,USD,1,,
1513,3.90,USD,1,,
1514,3.90,USD,1,,
1515,3.90,USD,1,,
1516,4.05,USD,1,,
1517,4.30,USD,1,,
1518,4.60,USD,1,,
1519,4.85,USD,1,,
1520,5.20,USD,1,,
1521,5.50,USD,1,,
1522,6.05,USD,1,,
1523,6.45,USD,1,,
1524,5.20,USD,1,,
1525,6.40,USD,1,,
1526,2.15,USD,1,,
1527,2.15,USD,1,,
1528,6.35,USD,1,,
1529,2.15,USD,1,,
1530,2.15,USD,1,,
1531,6.40,USD,1,,
1532,2.15,USD,1,,
1533,2.15,USD,1,,
1534,3.60,USD,1,,
1535,4.05,USD,1,,
1536,5.85,USD,1,,
1537,5.85,USD,1,,
1538,5.85,USD,1,,
1539,5.85,USD,1,,
1540,5.95,USD,1,,
1541,6.00,USD,1,,
1542,6.15,USD,1,,
1543,6.25,USD,1,,
1544,6.40,USD,1,,
1545,11.00,USD,1,,
1546,6.90,USD,1,,
1547,7.70,USD,1,,
1548,8.00,USD,1,,
1549,3.90,USD,1,,
1550,4.60,USD,1,,
1551,6.20,USD,1,,
1552,6.45,USD,1,,
1553,11.65,USD,1,,
1554,6.85,USD,1,,
1555,5.80,USD,1,,
1556,4.20,USD,1,,
1557,3.95,USD,1,,
1558,3.75,USD,1,,
1559,3.55,USD,1,,
1560,3.45,USD,1,,
1561,3.30,USD,1,,
1562,3.20,USD,1,,
1563,3.40,USD,1,,
1564,3.40,USD,1,,
1565,3.40,USD,1,,
1566,3.65,USD,1,,
1567,3.90,USD,1,,
1568,4.20,USD,1,,
1569,4.45,USD,1,,
1570,4.80,USD,1,,
1571,5.10,USD,1,,
1572,5.65,USD,1,,
1573,6.05,USD,1,,
1574,4.80,USD,1,,
1575,6.00,USD,1,,
1576,4.10,USD,1,,
1577,3.40,USD,1,,
1578,5.95,USD,1,,
1579,2.15,USD,1,,
1580,2.15,USD,1,,
1581,2.15,USD,1,,
1582,6.40,USD,1,,
1583,2.15,USD,1,,
1584,3.00,USD,1,,
1585,3.65,USD,1,,
1586,5.50,USD,1,,
1587,5.50,USD,1,,
1588,5.50,USD,1,,
1589,5.50,USD,1,,
1590,5.55,USD,1,,
1591,5.60,USD,1,,
1592,5.80,USD,1,,
1593,5.85,USD,1,,
1594,6.00,USD,1,,
1595,10.60,USD,1,,
1596,6.50,USD,1,,
1597,7.30,USD,1,,
1598,7.60,USD,1,,
1599,4.30,USD,1,,
1600,5.00,USD,1,,
1601,5.75,USD,1,,
1602,6.05,USD,1,,
1603,11.20,USD,1,,
1604,6.40,USD,1,,
1605,5.40,USD,1,,
1606,3.75,USD,1,,
1607,3.55,USD,1,,
1608,3.25,USD,1,,
1609,2.90,USD,1,,
1610,2.75,USD,1,,
1611,2.60,USD,1,,
1612,2.15,USD,1,,
1613,2.70,USD,1,,
1614,2.70,USD,1,,
1615,2.70,USD,1,,
1616,3.05,USD,1,,
1617,3.45,USD,1,,
1618,3.80,USD,1,,
1619,4.05,USD,1,,
1620,4.35,USD,1,,
1621,4.70,USD,1,,
1622,5.25,USD,1,,
1623,5.60,USD,1,,
1624,4.35,USD,1,,
1625,5.60,USD,1,,
1626,4.50,USD,1,,
1627,3.95,USD,1,,
1628,5.55,USD,1,,
1629,2.15,USD,1,,
1630,2.15,USD,1,,
1631,2.15,USD,1,,
1632,2.15,USD,1,,
1633,6.40,USD,1,,
1634,2.15,USD,1,,
1635,2.95,USD,1,,
1636,5.05,USD,1,,
1637,5.05,USD,1,,
1638,5.05,USD,1,,
1639,5.05,USD,1,,
1640,5.15,USD,1,,
1641,5.20,USD,1,,
1642,5.35,USD,1,,
1643,5.45,USD,1,,
1644,5.60,USD,1,,
1645,10.15,USD,1,,
1646,6.10,USD,1,,
1647,6.90,USD,1,,
1648,7.15,USD,1,,
1649,4.70,USD,1,,
1650,5.40,USD,1,,
1651,5.15,USD,1,,
1652,5.45,USD,1,,
1653,10.60,USD,1,,
1654,5.80,USD,1,,
1655,4.85,USD,1,,
1656,3.05,USD,1,,
1657,2.65,USD,1,,
1658,2.35,USD,1,,
1659,2.15,USD,1,,
1660,2.15,USD,1,,
1661,2.15,USD,1,,
1662,2.15,USD,1,,
1663,2.15,USD,1,,
1664,2.15,USD,1,,
1665,2.15,USD,1,,
1666,2.20,USD,1,,
1667,2.55,USD,1,,
1668,3.05,USD,1,,
1669,3.45,USD,1,,
1670,3.80,USD,1,,
1671,4.10,USD,1,,
1672,4.65,USD,1,,
1673,5.05,USD,1,,
1674,3.80,USD,1,,
1675,5.00,USD,1,,
1676,5.15,USD,1,,
1677,4.55,USD,1,,
1678,4.95,USD,1,,
1679,4.35,USD,1,,
1680,3.85,USD,1,,
1681,3.60,USD,1,,
1682,3.00,USD,1,,
1683,2.15,USD,1,,
1684,6.40,USD,1,,
1685,2.15,USD,1,,
1686,4.30,USD,1,,
1687,4.30,USD,1,,
1688,4.30,USD,1,,
1689,4.30,USD,1,,
1690,4.50,USD,1,,
1691,4.60,USD,1,,
1692,4.75,USD,1,,
1693,4.80,USD,1,,
1694,4.95,USD,1,,
1695,9.25,USD,1,,
1696,5.50,USD,1,,
1697,6.30,USD,1,,
1698,6.60,USD,1,,
1699,5.30,USD,1,,
1700,6.00,USD,1,,
1701,4.80,USD,1,,
1702,5.10,USD,1,,
1703,10.25,USD,1,,
1704,5.45,USD,1,,
1705,4.85,USD,1,,
1706,3.40,USD,1,,
1707,3.00,USD,1,,
1708,2.75,USD,1,,
1709,2.35,USD,1,,
1710,2.25,USD,1,,
1711,2.15,USD,1,,
1712,2.15,USD,1,,
1713,2.15,USD,1,,
1714,2.15,USD,1,,
1715,2.15,USD,1,,
1716,2.15,USD,1,,
1717,2.40,USD,1,,
1718,2.95,USD,1,,
1719,3.40,USD,1,,
1720,3.80,USD,1,,
1721,4.10,USD,1,,
1722,4.65,USD,1,,
1723,5.05,USD,1,,
1724,3.80,USD,1,,
1725,5.00,USD,1,,
1726,5.45,USD,1,,
1727,4.90,USD,1,,
1728,4.60,USD,1,,
1729,4.65,USD,1,,
1730,4.25,USD,1,,
1731,4.05,USD,1,,
1732,3.65,USD,1,,
1733,2.95,USD,1,,
1734,2.15,USD,1,,
1735,6.40,USD,1,,
1736,3.55,USD,1,,
1737,3.55,USD,1,,
1738,3.55,USD,1,,
1739,3.55,USD,1,,
1740,3.85,USD,1,,
1741,3.95,USD,1,,
1742,4.20,USD,1,,
1743,4.40,USD,1,,
1744,4.60,USD,1,,
1745,9.15,USD,1,,
1746,5.50,USD,1,,
1747,6.35,USD,1,,
1748,6.60,USD,1,,
1749,5.65,USD,1,,
1750,6.35,USD,1,,
1751,4.35,USD,1,,
1752,4.80,USD,1,,
1753,10.00,USD,1,,
1754,5.20,USD,1,,
1755,6.65,USD,1,,
1756,5.20,USD,1,,
1757,5.00,USD,1,,
1758,4.80,USD,1,,
1759,4.60,USD,1,,
1760,4.50,USD,1,,
1761,4.30,USD,1,,
1762,4.05,USD,1,,
1763,3.85,USD,1,,
1764,3.85,USD,1,,
1765,3.85,USD,1,,
1766,4.30,USD,1,,
1767,4.65,USD,1,,
1768,5.05,USD,1,,
1769,5.30,USD,1,,
1770,5.60,USD,1,,
1771,5.95,USD,1,,
1772,6.50,USD,1,,
1773,6.85,USD,1,,
1774,5.60,USD,1,,
1775,6.85,USD,1,,
1776,7.30,USD,1,,
1777,6.70,USD,1,,
1778,4.05,USD,1,,
1779,6.50,USD,1,,
1780,6.05,USD,1,,
1781,5.85,USD,1,,
1782,5.50,USD,1,,
1783,5.05,USD,1,,
1784,4.30,USD,1,,
1785,3.55,USD,1,,
1786,6.40,USD,1,,
1787,2.15,USD,1,,
1788,2.15,USD,1,,
1789,2.15,USD,1,,
1790,2.15,USD,1,,
1791,2.15,USD,1,,
1792,2.15,USD,1,,
1793,2.15,USD,1,,
1794,3.65,USD,1,,
1795,11.40,USD,1,,
1796,7.35,USD,1,,
1797,8.15,USD,1,,
1798,8.40,USD,1,,
1799,7.45,USD,1,,
1800,8.20,USD,1,,
1801,4.35,USD,1,,
1802,4.80,USD,1,,
1803,10.00,USD,1,,
1804,5.20,USD,1,,
1805,6.65,USD,1,,
1806,5.20,USD,1,,
1807,5.00,USD,1,,
1808,4.80,USD,1,,
1809,4.60,USD,1,,
1810,4.50,USD,1,,
1811,4.30,USD,1,,
1812,4.05,USD,1,,
1813,3.85,USD,1,,
1814,3.85,USD,1,,
1815,3.85,USD,1,,
1816,4.30,USD,1,,
1817,4.65,USD,1,,
1818,5.05,USD,1,,
1819,5.30,USD,1,,
1820,5.60,USD,1,,
1821,5.95,USD,1,,
1822,6.50,USD,1,,
1823,6.85,USD,1,,
1824,5.60,USD,1,,
1825,6.85,USD,1,,
1826,7.30,USD,1,,
1827,6.70,USD,1,,
1828,4.05,USD,1,,
1829,6.50,USD,1,,
1830,6.05,USD,1,,
1831,5.85,USD,1,,
1832,5.50,USD,1,,
1833,5.05,USD,1,,
1834,4.30,USD,1,,
1835,3.55,USD,1,,
1836,2.15,USD,1,,
1837,6.40,USD,1,,
1838,2.15,USD,1,,
1839,2.15,USD,1,,
1840,2.15,USD,1,,
1841,2.15,USD,1,,
1842,2.15,USD,1,,
1843,2.15,USD,1,,
1844,3.65,USD,1,,
1845,11.40,USD,1,,
1846,7.35,USD,1,,
1847,8.15,USD,1,,
1848,8.40,USD,1,,
1849,7.45,USD,1,,
1850,8.20,USD,1,,
1851,4.35,USD,1,,
1852,4.80,USD,1,,
1853,10.00,USD,1,,
1854,5.20,USD,1,,
1855,6.65,USD,1,,
1856,5.20,USD,1,,
1857,5.00,USD,1,,
1858,4.80,USD,1,,
1859,4.60,USD,1,,
1860,4.50,USD,1,,
1861,4.30,USD,1,,
1862,4.05,USD,1,,
1863,3.85,USD,1,,
1864,3.85,USD,1,,
1865,3.85,USD,1,,
1866,4.30,USD,1,,
1867,4.65,USD,1,,
1868,5.05,USD,1,,
1869,5.30,USD,1,,
1870,5.60,USD,1,,
1871,5.95,USD,1,,
1872,6.50,USD,1,,
1873,6.85,USD,1,,
1874,5.60,USD,1,,
1875,6.85,USD,1,,
1876,7.30,USD,1,,
1877,6.70,USD,1,,
1878,4.05,USD,1,,
1879,6.50,USD,1,,
1880,6.05,USD,1,,
1881,5.85,USD,1,,
1882,5.50,USD,1,,
1883,5.05,USD,1,,
1884,4.30,USD,1,,
1885,3.55,USD,1,,
1886,2.15,USD,1,,
1887,2.15,USD,1,,
1888,6.40,USD,1,,
1889,2.15,USD,1,,
1890,2.15,USD,1,,
1891,2.15,USD,1,,
1892,2.15,USD,1,,
1893,2.15,USD,1,,
1894,3.65,USD,1,,
1895,11.40,USD,1,,
1896,7.35,USD,1,,
1897,8.15,USD,1,,
1898,8.40,USD,1,,
1899,7.45,USD,1,,
1900,8.20,USD,1,,
1901,4.35,USD,1,,
1902,4.80,USD,1,,
1903,10.00,USD,1,,
1904,5.20,USD,1,,
1905,6.65,USD,1,,
1906,5.20,USD,1,,
1907,5.00,USD,1,,
1908,4.80,USD,1,,
1909,4.60,USD,1,,
1910,4.50,USD,1,,
1911,4.30,USD,1,,
1912,4.05,USD,1,,
1913,3.85,USD,1,,
1914,3.85,USD,1,,
1915,3.85,USD,1,,
1916,4.30,USD,1,,
1917,4.65,USD,1,,
1918,5.05,USD,1,,
1919,5.30,USD,1,,
1920,5.60,USD,1,,
1921,5.95,USD,1,,
1922,6.50,USD,1,,
1923,6.85,USD,1,,
1924,5.60,USD,1,,
1925,6.85,USD,1,,
1926,7.30,USD,1,,
1927,6.70,USD,1,,
1928,4.05,USD,1,,
1929,6.50,USD,1,,
1930,6.05,USD,1,,
1931,5.85,USD,1,,
1932,5.50,USD,1,,
1933,5.05,USD,1,,
1934,4.30,USD,1,,
1935,3.55,USD,1,,
1936,2.15,USD,1,,
1937,2.15,USD,1,,
1938,2.15,USD,1,,
1939,6.40,USD,1,,
1940,2.15,USD,1,,
1941,2.15,USD,1,,
1942,2.15,USD,1,,
1943,2.15,USD,1,,
1944,3.65,USD,1,,
1945,11.40,USD,1,,
1946,7.35,USD,1,,
1947,8.15,USD,1,,
1948,8.40,USD,1,,
1949,7.45,USD,1,,
1950,8.20,USD,1,,
1951,4.15,USD,1,,
1952,4.60,USD,1,,
1953,9.90,USD,1,,
1954,5.15,USD,1,,
1955,6.75,USD,1,,
1956,5.30,USD,1,,
1957,5.05,USD,1,,
1958,4.90,USD,1,,
1959,4.65,USD,1,,
1960,4.60,USD,1,,
1961,4.50,USD,1,,
1962,4.25,USD,1,,
1963,4.05,USD,1,,
1964,4.05,USD,1,,
1965,4.05,USD,1,,
1966,4.50,USD,1,,
1967,4.80,USD,1,,
1968,5.15,USD,1,,
1969,5.40,USD,1,,
1970,5.70,USD,1,,
1971,6.00,USD,1,,
1972,6.55,USD,1,,
1973,6.95,USD,1,,
1974,5.70,USD,1,,
1975,6.90,USD,1,,
1976,7.40,USD,1,,
1977,6.80,USD,1,,
1978,3.85,USD,1,,
1979,6.60,USD,1,,
1980,6.10,USD,1,,
1981,5.95,USD,1,,
1982,5.55,USD,1,,
1983,5.15,USD,1,,
1984,4.50,USD,1,,
1985,3.85,USD,1,,
1986,2.15,USD,1,,
1987,2.15,USD,1,,
1988,2.15,USD,1,,
1989,2.15,USD,1,,
1990,6.40,USD,1,,
1991,2.15,USD,1,,
1992,2.15,USD,1,,
1993,2.15,USD,1,,
1994,3.40,USD,1,,
1995,11.50,USD,1,,
1996,7.40,USD,1,,
1997,8.20,USD,1,,
1998,8.50,USD,1,,
1999,7.55,USD,1,,
2000,8.25,USD,1,,
2001,4.05,USD,1,,
2002,4.50,USD,1,,
2003,9.80,USD,1,,
2004,5.05,USD,1,,
2005,6.80,USD,1,,
2006,5.35,USD,1,,
2007,5.10,USD,1,,
2008,4.95,USD,1,,
2009,4.75,USD,1,,
2010,4.65,USD,1,,
2011,4.55,USD,1,,
2012,4.35,USD,1,,
2013,4.15,USD,1,,
2014,4.15,USD,1,,
2015,4.15,USD,1,,
2016,4.65,USD,1,,
2017,4.85,USD,1,,
2018,5.15,USD,1,,
2019,5.45,USD,1,,
2020,5.75,USD,1,,
2021,6.10,USD,1,,
2022,6.60,USD,1,,
2023,7.00,USD,1,,
2024,5.75,USD,1,,
2025,7.00,USD,1,,
2026,7.45,USD,1,,
2027,6.85,USD,1,,
2028,3.70,USD,1,,
2029,6.65,USD,1,,
2030,6.20,USD,1,,
2031,6.00,USD,1,,
2032,5.60,USD,1,,
2033,5.20,USD,1,,
2034,4.60,USD,1,,
2035,3.95,USD,1,,
2036,2.15,USD,1,,
2037,2.15,USD,1,,
2038,2.15,USD,1,,
2039,2.15,USD,1,,
2040,2.15,USD,1,,
2041,6.40,USD,1,,
2042,2.15,USD,1,,
2043,2.15,USD,1,,
2044,3.40,USD,1,,
2045,11.55,USD,1,,
2046,7.50,USD,1,,
2047,8.30,USD,1,,
2048,8.55,USD,1,,
2049,7.60,USD,1,,
2050,8.30,USD,1,,
2051,3.80,USD,1,,
2052,4.20,USD,1,,
2053,9.55,USD,1,,
2054,4.80,USD,1,,
2055,6.95,USD,1,,
2056,5.50,USD,1,,
2057,5.30,USD,1,,
2058,5.10,USD,1,,
2059,4.90,USD,1,,
2060,4.85,USD,1,,
2061,4.75,USD,1,,
2062,4.60,USD,1,,
2063,4.40,USD,1,,
