route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,trip_load_information,wheelchair_accessible,bikes_allowed
4,2022_09_12-DX-MVS-Weekday-36,1250390,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250320,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250434,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250359,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250391,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250321,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250435,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250360,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250392,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250322,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250436,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250361,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250393,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250323,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250437,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250362,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250394,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250324,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250438,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250363,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250395,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250325,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250439,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250364,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250396,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250326,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250440,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250365,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250397,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250327,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250441,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250366,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250398,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250328,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250442,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250367,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250400,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250329,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250443,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250368,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250401,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250330,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250444,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250369,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250402,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250331,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250445,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250370,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250399,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250332,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250446,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250371,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250403,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250333,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250447,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250372,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250404,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250334,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250448,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250373,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250405,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250335,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250449,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250374,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250406,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250337,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250450,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250375,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250407,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250338,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250451,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250376,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250408,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250339,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250452,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250377,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250409,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250336,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250453,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250378,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250410,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250340,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250454,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250379,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250411,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250341,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250455,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250380,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250412,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250342,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250456,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250381,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250413,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250343,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250428,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250382,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250414,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250344,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250457,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250383,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250415,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250345,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250458,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250346,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250416,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250347,OAK Airport / Richmond,0,,1184782_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250348,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250417,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250349,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250418,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250350,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250419,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250351,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250420,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250352,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250421,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250422,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250423,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250424,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250243,San Francisco International Airport,1,,1185155_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250242,San Francisco International Airport,1,,1185155_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250312,San Francisco / Antioch,0,,1184982_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250241,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250311,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250240,San Francisco International Airport,1,,1185153_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250173,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250310,San Francisco / Antioch,0,,1184979_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250174,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250244,San Francisco / Antioch,0,,1184979_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250176,San Francisco International Airport,1,,1185153_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250177,San Francisco International Airport,1,,1185153_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250178,San Francisco International Airport,1,,1185153_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250179,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250245,San Francisco / Antioch,0,,1184979_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250180,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250246,San Francisco / Antioch,0,,1184979_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250181,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250247,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250182,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250248,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250183,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250249,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250185,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250250,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250186,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250251,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250187,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250252,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250184,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250253,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250188,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250254,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250189,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250255,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250190,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250256,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250191,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250257,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250192,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250258,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250193,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250259,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250194,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250260,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250195,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250261,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250196,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250262,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250197,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250264,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250198,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250265,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250199,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250266,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250200,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250263,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250201,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250267,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250202,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250268,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250203,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250269,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250204,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250270,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250205,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250271,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250206,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250272,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250207,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250273,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250208,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250274,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250209,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250275,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250210,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250276,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250211,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250277,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250212,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250278,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250213,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250279,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250214,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250280,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250215,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250281,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250216,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250282,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250217,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250283,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250218,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250284,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250220,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250285,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250221,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250286,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250222,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250287,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250219,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250288,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250223,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250289,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250224,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250290,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250225,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250291,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250226,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250292,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250227,San Francisco Int'l Airport / Millbrae,1,,1185139_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250293,San Francisco / Antioch,0,,1184980_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250294,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250228,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250295,San Francisco / Antioch,0,,1184980_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250296,San Francisco / Antioch,0,,1184980_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250297,San Francisco / Antioch,0,,1184980_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250299,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250229,San Francisco Int'l Airport / Millbrae,1,,1185139_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250232,San Francisco Int'l Airport / Millbrae,1,,1185139_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250300,San Francisco / Antioch,0,,1184980_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250301,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250230,San Francisco International Airport,1,,1185153_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250233,San Francisco Int'l Airport / Millbrae,1,,1185139_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250314,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250231,San Francisco Int'l Airport / Millbrae,1,,1185139_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250298,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250234,San Francisco Int'l Airport / Millbrae,1,,1185139_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250302,San Francisco / Antioch,0,,1184980_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250303,San Francisco / Antioch,0,,1184979_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250235,San Francisco Int'l Airport / Millbrae,1,,1185139_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250304,San Francisco / Antioch,0,,1184979_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250305,San Francisco / Antioch,0,,1184979_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250236,San Francisco Int'l Airport / Millbrae,1,,1185139_shp,,1,1
